Timestamp,Coder initials:,Article ID:,Please flag any of the following issues that prevent you from coding this article:,How many times has the article been cited in a meta-analysis?,"How many times was the article cited *incidentally* in a meta-analysis (i.e., no intention to include in data synthesis)?",How many times has the article been explicitly excluded from a meta-analysis?,How many times has the article been cited in a systematic review?,"How many times was the article cited *incidentally* in a systematic review (i.e., no intention to include in formal review)?",How many times has the article been explicitly excluded from a systematic review?,How many times has the article been cited in a replication study?,Does the article state whether or not materials are available?,Please copy and paste the materials availability statement here:,How does the statement indicate the materials are available?,"Can you access, download, and open the materials files?",Does the article state whether or not data are available?,Please copy and paste the data availability statement here:,How does the statement indicate the data are available?,"Can you access, download, and open the data files?",Are the data files clearly documented?,Do the data files appear to contain all of the raw data necessary to reproduce the reported findings?,Does the article state whether or not analysis scripts are available?,Please copy and paste the analysis script availability statement here:,How does the statement indicate the analysis scripts are available?,"Can you access, download, and open the analysis files?",Does the article state whether or not the study (or some aspect of the study) was pre-registered?,Please copy and paste the pre-registration statement here:,Where does the article indicate the pre-registration is located?,Can you access and open the pre-registration?,What aspects of the study appear to be pre-registered? (select all that apply),Does the article link to an accessible protocol?,What aspects of the study appear to be included in the protocol? (select all that apply),Does the article claim to report a replication study or novel study?,Does the article include a statement indicating whether there were any conflicts of interest?,"Please copy and paste the conflict of interest statement here (enter ""none"" if there was no statement):",conflictType,Does the article include a statement indicating whether there were funding sources?,"Please copy and paste the funding statement here (enter ""none"" if there was no statement):",Is the article open access?,What is the 2017 journal impact factor? (skip if you cannot identify),What is the journal impact factor for the article's year of publication? (skip if you cannot identify),Which country is the corresponding author based in according to their affiliation?,Does the study include human or animal subjects?,What type of study is being reported?
11/5/18,RT/TH,XIWav,There are no issues,0,0,0,0,0,0,0,Yes - the statement says that the materials (or some of the materials) are available,"The online version of this article (doi: 10.3758/s13428-014-0523-6) contains supplementary material, which is available to authorized users.",Supplementary information hosted by the journal,Yes,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,The article claims to report a replication study (or studies),No - there is no conflict of interest statement,none,NA,Yes - the statement says that there was funding from a private organization(s),This research was supported by a Wesleyan University project grant to the first author,Yes - found via Open Access Button,3.597,2.928,United States of America,Human,Empirical data - survey/interview
11/5/18,RT/TH,KMNxS,There are no issues,0,0,0,0,0,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),Yes - the statement says that there is no conflict of interest,The authors declare that the research was conducted in the absence of any commercial or financial relationships that could be construed as a potential conflict of interest.,NA,No - there is no funding statement,none,Yes - found via Open Access Button,NA,NA,Germany,Human,Empirical data - laboratory study
11/5/18,RT/TH,oGuTi,There are no issues,0,0,0,0,0,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),No - there is no conflict of interest statement,none,NA,Yes - the statement says that there was funding from a public organization(s),This research was supported by a European Research Council Starting Grant awarded to Judi Mesman (Project # 240885). Marian J. Bakermans-Kranenburg was supported by the Netherlands Organization for Scientific Research (VICI Grant 453-09-003).,Yes - found article via other means,NA,NA,The Netherlands,Human,Empirical data - field study
11/5/18,RT/TH,OJNIU,There are no issues,0,0,0,0,0,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),No - there is no conflict of interest statement,none,NA,Yes - the statement says that there was funding from a private organization(s),We thank the MacArthur Foundation Connected Learning Research Network for their continued support with this research,Yes - found article via other means,NA,NA,United States of America,Human,Empirical data - field study
11/5/18,RT/TH,mscHk,There are no issues,0,0,0,0,0,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),No - there is no conflict of interest statement,none,NA,No - there is no funding statement,none,Yes - found article via other means,NA,NA,United States of America,Human,Empirical data - survey/interview
11/5/18,RT/TH,GafjD,There are no issues,0,0,0,2,1,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),No - there is no conflict of interest statement,none,NA,No - there is no funding statement,none,No - could not access article other than through paywall,NA,NA,Portugal,Human,Empirical data - field study
11/5/18,RT/TH,lYmyN,There are no issues,0,0,0,0,0,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),No - there is no conflict of interest statement,none,NA,Yes - the statement says that there was funding from a public organization(s),"This research was supported by CNPq—Conselho Nacional de Desenvolvimento Científico e Tecnológico, Brasil (National Council for Scientific and Technological Development—Brazil) (308786/2013-0) and by FAPESP—Fundação de Amparo à Pesquisa do Estado de São Paulo, Brasil (São Paulo Research Foundation, Brazil) (13/24735-0).",No - could not access article other than through paywall,NA,NA,Brazil,Human,Empirical data - survey/interview
11/5/18,RT/TH,dlpsv,There are no issues,0,0,0,0,0,0,0,Source of materials provided but no explicit availability statement,NA,NA,NA,Source of data provided but no explicit availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),Yes - the statement says that there is no conflict of interest,The authors declared that they had no conflicts of interest with respect to their authorship or the publication of this article.,NA,No - there is no funding statement,none,Yes - found via Open Access Button,NA,NA,United States of America,Human,Empirical data - survey/interview
11/5/18,RT/TH,yneqV,There are no issues,0,0,0,1,0,0,0,Source of materials provided but no explicit availability statement,NA,NA,NA,Source of data provided but no explicit availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),No - there is no conflict of interest statement,none,NA,Yes - the statement says that there was funding from a public organization(s),"This research was supported by a seed grant from the UCLA
Center for Healthy Aging in Minority Elders, which is supported
by the National Institute on Aging’s Resource Centers on
Minority Aging Research [grant number P30-AG02-1684], and
by funding from the National Institute on Mental Health [grant
number R01MH69087] awarded to Cunningham (PI) and Newman
(Co-PI). Dr Cunningham received partial support for his
time from the National Institute on Drug Abuse [grant number
R01 DA030781], the National Institute of Mental Health [grant
number R34 MH089719], National Institute on Minority Health
and Human Development UCLA/Charles R. Drew University
Project EXPORT [grant number P20 MD000182], and the
National Institute on Aging [grant number P30 AG021684]. Dr
Lee’s time for this manuscript was supported by the National
Institute of Mental Health [grant number 5K01MH085503].
Additional support came from the California Center for Population
Research, which is funded by the Eunice Kennedy Shriver
National Institute of Child Health and Human Development
[grant number 5R24HD041022].",Yes - found via Open Access Button,NA,NA,United States of America,Human,Empirical data - survey/interview
11/5/18,RT/TH,JzpEh,There are no issues,0,0,0,0,0,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),Yes - the statement says that there is no conflict of interest,The authors declare that they have no conflict of interest.,NA,Yes - the statement says that there was funding from a public organization(s),The authors would like to thank the agency of Coordenação de Aperfeiçoamento de Pessoal de Nível Superior (CAPES – Brasil) for their financial support.,No - could not access article other than through paywall,NA,NA,Brazil,Animal,Empirical data - laboratory study
11/5/18,RT/TH,zrolD,There are no issues,0,0,0,0,0,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),Yes - the statement says that there is no conflict of interest,The authors have no conflicts of interest to report.,NA,Yes - the statement says that there was funding from a public organization(s),This project was supported by Award Number R34 MH073625 from the National Institute of Mental Health.,Yes - found via Open Access Button,NA,NA,United States of America,Human,Empirical data - clinical trial
11/5/18,RT/TH,QgwqY,There are no issues,0,0,0,0,0,0,1,Yes - the statement says that the materials (or some of the materials) are available,The Level 1 DOORS is available freely from http://www.familylawdoors.com.au,A personal or institutional webpage,Yes,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),No - there is no conflict of interest statement,none,NA,Yes - the statement says that there was funding from both public and private organizations,"Jennifer E. McIntosh is the author of the Family Law DOORS Level 1 tool, first commissioned by Relationships Australia, South Australia, a not-for-profit organization. Further refinement of the framework was commissioned by the Australian Government Attorney-General’s Department. The tool is copyrighted and trademarked and is freely available at www.familylawdoors.com.au. Development of an online course in the use of the DOORS was funded by Relationships Australia, South Australia, and is also offered on this site.",Yes - found article via other means,NA,NA,Australia,Human,Empirical data - survey/interview
11/5/18,RT/TH,urIrQ,There are no issues,0,0,0,0,0,0,0,Yes - the statement says that the materials (or some of the materials) are available,"A full list of stimuli sentences can be found in Appendix A.; A complete list of stimuli can be found in Appendix B.; A full list of these stimuli can be found in
Appendix C.",Appendix within the present article,Yes,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,The article claims to report a replication study (or studies),No - there is no conflict of interest statement,none,NA,No - there is no funding statement,none,Yes - found article via other means,NA,NA,United States of America,Human,Empirical data - laboratory study
